bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL,rougeLsum,semantic_similarity
0.842094703912735,0.8360355603694916,0.8389118939638138,0.022101757500386867,0.25098443741559273,0.03341007060796773,0.1387287079038903,0.13848940407320537,0.545531462430954
