bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL,rougeLsum,semantic_similarity
0.8393888235092163,0.824337693452835,0.8316319930553436,0.014211124023970418,0.21773978418157064,0.024242454501234426,0.12348110990534755,0.12388443769967523,0.4596033972874284
