bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL,rougeLsum,semantic_similarity
0.8387764811515808,0.8234878945350647,0.8309189432859421,0.010654697888681099,0.21241630245852966,0.02264849143505218,0.12027543254974576,0.12195360778722836,0.45998478300869466
