bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL,rougeLsum,semantic_similarity
0.8388452416658402,0.8330132615566254,0.8357869917154312,0.023547759047369624,0.24238854606939364,0.03465148708276773,0.1355172905317935,0.13533897738354325,0.5325900626182556
